# EEPROM data read:
# TC4_SHIELD  3.00
# 1.0031  -0.30
# time,ambient,T0,rate0,T1,rate1,0
528.0,21.6,183.6,13.1,227.1,11.0,0
529.0,21.6,183.8,13.2,227.2,11.0,0
530.0,21.6,184.0,13.2,227.5,11.3,0
531.0,21.6,184.2,13.1,227.5,11.1,0
532.0,21.6,184.4,12.9,227.5,10.7,0
533.0,21.6,184.6,12.8,227.7,10.5,0
534.0,21.6,184.9,12.9,228.0,10.5,0
535.0,21.6,185.1,12.8,228.2,10.7,0
536.0,21.6,185.3,12.8,228.4,10.7,0
537.0,21.6,185.5,12.8,228.6,10.8,0
538.0,21.6,185.7,12.9,228.8,11.0,0
539.0,21.6,186.0,13.0,229.0,11.0,0
540.0,21.6,186.2,13.0,229.1,11.0,0
541.0,21.6,186.5,13.2,229.2,10.8,0
542.0,21.6,186.7,13.3,229.4,10.8,0
543.0,21.6,187.0,13.5,229.6,10.8,0
544.0,21.6,187.3,13.7,230.0,11.1,0
545.0,21.6,187.5,13.8,230.3,11.6,0
546.0,21.6,187.7,13.9,230.4,11.7,0
547.0,21.6,187.9,14.0,230.7,11.9,0
548.0,21.6,188.2,14.1,230.8,11.9,0
549.0,21.6,188.5,14.3,231.0,11.8,0
550.0,21.6,188.8,14.5,231.2,11.8,0
551.0,21.6,189.1,14.8,231.3,11.7,0
552.0,21.6,189.3,14.9,231.4,11.5,0
553.0,21.6,189.5,14.8,231.5,11.2,0
554.0,21.6,189.7,14.6,231.6,10.7,0
555.0,21.6,189.9,14.5,231.8,10.5,0
556.0,21.6,190.1,14.4,232.1,10.6,0
557.0,21.6,190.4,14.3,232.4,10.9,0
558.0,21.6,190.7,14.4,232.5,10.8,0
559.0,21.6,190.9,14.4,232.5,10.5,0
560.0,21.6,191.1,14.2,232.6,10.1,0
561.0,21.6,191.3,14.3,232.8,10.1,0
# FC,562.0
562.0,21.6,191.6,14.2,232.9,9.8,0
563.0,21.6,191.7,14.1,232.9,9.3,0
564.0,21.6,191.9,13.9,233.0,8.8,0
565.0,21.6,192.2,13.8,233.1,8.6,0
566.0,21.6,192.3,13.6,233.2,8.2,0
567.0,21.6,192.6,13.5,233.3,7.9,0
568.0,21.6,192.9,13.7,233.2,7.3,0
569.0,21.6,193.1,13.6,233.4,7.0,0
570.0,21.6,193.3,13.5,233.3,6.4,0
571.0,21.6,193.5,13.4,233.5,6.2,0
572.0,21.6,193.7,13.4,233.3,5.5,0
573.0,21.6,193.9,13.4,233.2,4.6,0
574.0,21.6,194.1,13.3,232.9,3.4,0
575.0,21.6,194.3,13.3,232.9,2.4,0
576.0,21.6,194.6,13.3,233.0,1.8,0
577.0,21.6,194.8,13.3,233.0,1.5,0
578.0,21.6,195.0,13.3,233.0,1.1,0
579.0,21.6,195.3,13.3,233.0,0.9,0
580.0,21.6,195.5,13.4,233.0,0.7,0
581.0,21.6,195.8,13.5,233.0,0.5,0
582.0,21.6,196.0,13.6,232.9,0.3,0
583.0,21.6,196.3,13.8,232.8,-0.2,0
584.0,21.6,196.5,13.8,232.5,-0.9,0
585.0,21.6,196.7,13.7,232.4,-1.6,0
586.0,21.6,196.9,13.6,232.2,-2.4,0
587.0,21.6,197.0,13.5,232.5,-2.3,0
588.0,21.6,197.2,13.2,232.5,-2.1,0
589.0,21.6,197.4,13.1,232.3,-2.3,0
590.0,21.6,197.6,13.0,232.4,-2.2,0
591.0,21.6,197.7,12.6,232.2,-2.4,0
592.0,21.6,197.9,12.3,232.2,-2.6,0
593.0,21.6,198.0,12.0,232.0,-3.0,0
594.0,21.6,198.3,11.8,231.9,-3.3,0
595.0,21.6,198.4,11.7,231.7,-3.8,0
596.0,21.6,198.6,11.6,231.7,-4.1,0
597.0,21.6,198.9,11.6,231.4,-4.7,0
598.0,21.6,199.0,11.6,230.9,-5.8,0
599.0,21.6,199.2,11.5,230.8,-6.6,0
600.0,21.6,199.4,11.5,230.7,-7.1,0
601.0,21.6,199.5,11.4,230.8,-6.9,0
602.0,21.6,199.7,11.2,230.6,-7.2,0
603.0,21.6,199.8,11.1,230.5,-7.2,0
604.0,21.6,200.0,10.8,230.6,-6.7,0
605.0,21.6,200.0,10.4,230.5,-6.5,0
606.0,21.6,200.2,10.2,230.1,-6.8,0
607.0,21.6,200.3,9.8,229.8,-7.5,0
608.0,21.6,200.5,9.7,229.6,-8.0,0
609.0,21.6,200.6,9.5,229.4,-8.5,0
610.0,21.6,200.8,9.4,229.2,-8.8,0
611.0,21.6,200.9,9.2,229.2,-8.9,0
612.0,21.6,201.0,9.1,229.0,-9.0,0
613.0,21.6,201.1,9.0,228.8,-9.1,0
614.0,21.6,201.3,9.0,228.7,-9.1,0
615.0,21.6,201.5,9.0,228.6,-9.1,0
616.0,21.6,201.7,9.1,228.6,-8.8,0
617.0,21.6,201.8,9.2,228.6,-8.4,0
618.0,21.6,201.9,9.1,228.4,-8.2,0
619.0,21.6,202.1,9.1,228.2,-8.1,0
620.0,21.6,202.3,9.1,227.7,-8.8,0
621.0,21.6,202.4,9.1,227.3,-9.8,0
622.0,21.6,202.6,9.2,227.0,-10.6,0
623.0,21.6,202.6,9.0,226.6,-11.5,0
624.0,21.6,202.8,8.8,226.6,-11.9,0
625.0,21.6,202.9,8.7,226.6,-11.7,0
626.0,21.6,203.0,8.5,226.6,-11.1,0
627.0,21.6,203.1,8.3,226.8,-10.1,0
628.0,21.6,203.1,8.0,226.6,-9.4,0
629.0,21.6,203.3,7.9,226.5,-9.0,0
630.0,21.6,203.4,7.7,226.4,-8.4,0
631.0,21.6,203.5,7.6,226.2,-8.2,0
632.0,21.6,203.5,7.1,226.0,-8.3,0
633.0,21.6,203.6,6.9,225.8,-8.5,0
634.0,21.6,203.7,6.8,225.8,-8.3,0
635.0,21.6,203.7,6.4,225.7,-8.1,0
636.0,21.6,203.7,6.0,225.4,-8.2,0
637.0,21.6,203.9,5.8,225.2,-8.4,0
638.0,21.6,203.9,5.5,225.1,-8.4,0
639.0,21.6,204.0,5.4,224.9,-8.5,0
640.0,21.6,204.0,5.1,224.9,-8.5,0
641.0,21.6,204.1,5.0,224.7,-8.5,0
642.0,21.6,204.1,4.8,224.4,-8.9,0
643.0,21.6,204.2,4.7,224.4,-8.8,0
644.0,21.6,204.3,4.6,224.0,-9.2,0
645.0,21.6,204.3,4.3,223.8,-9.5,0
646.0,21.6,204.4,4.2,223.5,-10.1,0
647.0,21.6,204.4,4.2,223.4,-10.4,0
648.0,21.6,204.4,3.9,223.4,-10.1,0
649.0,21.6,204.4,3.7,223.1,-10.3,0
650.0,21.6,204.6,3.7,223.1,-9.9,0
651.0,21.6,204.6,3.7,223.1,-9.6,0
652.0,21.6,204.8,3.9,223.0,-9.2,0
653.0,21.6,204.8,3.9,222.8,-8.9,0
654.0,21.6,204.8,3.7,222.9,-8.2,0
655.0,21.6,204.8,3.5,222.7,-8.0,0
656.0,21.6,204.9,3.6,222.5,-8.0,0
657.0,21.6,204.9,3.4,222.5,-7.6,0
658.0,21.6,204.8,2.9,222.5,-7.1,0
659.0,21.6,204.9,2.7,222.4,-6.9,0
660.0,21.6,204.9,2.6,222.3,-6.6,0
661.0,21.6,204.9,2.4,222.1,-6.6,0
662.0,21.6,204.9,2.2,222.0,-6.7,0
663.0,21.6,205.0,2.2,221.8,-6.8,0
664.0,21.6,205.0,2.1,221.8,-6.6,0
665.0,21.6,204.9,1.8,221.8,-6.3,0
666.0,21.6,205.0,1.8,221.7,-6.1,0
667.0,21.6,205.0,1.5,221.5,-6.2,0
668.0,21.6,205.1,1.6,221.5,-6.0,0
669.0,21.6,205.0,1.4,221.3,-6.2,0
670.0,21.6,205.0,1.3,221.2,-6.3,0
671.0,21.6,205.1,1.3,221.1,-6.4,0
672.0,21.6,205.1,1.2,221.1,-6.1,0
673.0,21.6,205.1,1.3,220.9,-6.1,0
674.0,21.6,205.1,1.3,220.8,-6.2,0
675.0,21.6,205.1,1.1,220.7,-6.2,0
676.0,21.6,205.1,1.1,220.7,-5.9,0
677.0,21.6,205.1,1.0,220.6,-5.8,0
678.0,21.6,205.1,0.9,220.5,-5.8,0
679.0,21.6,205.1,0.8,220.4,-5.7,0
680.0,21.6,205.1,0.7,220.3,-5.7,0
681.0,21.6,205.1,0.7,220.2,-5.7,0
682.0,21.6,205.2,0.7,220.3,-5.4,0
683.0,21.6,205.2,0.8,220.3,-5.0,0
684.0,21.6,205.3,0.9,220.3,-4.5,0
685.0,21.6,205.2,0.8,220.2,-4.3,0
686.0,21.6,205.3,0.8,220.2,-3.9,0
687.0,21.6,205.3,0.9,220.1,-3.8,0
688.0,21.6,205.3,0.9,220.1,-3.6,0
689.0,21.6,205.4,1.0,220.2,-3.2,0
690.0,21.6,205.3,1.0,220.2,-2.8,0
691.0,21.6,205.3,0.9,220.0,-2.8,0
692.0,21.6,205.4,0.9,220.0,-2.7,0
693.0,21.6,205.3,0.8,220.0,-2.6,0
694.0,21.6,205.3,0.7,220.0,-2.4,0
695.0,21.6,205.4,0.7,220.0,-2.2,0
696.0,21.6,205.4,0.7,220.0,-2.0,0
697.0,21.6,205.4,0.7,220.0,-1.8,0
698.0,21.6,205.4,0.6,220.0,-1.6,0
699.0,21.6,205.5,0.8,219.9,-1.6,0
700.0,21.6,205.5,0.9,220.1,-1.2,0
701.0,21.6,205.6,1.1,220.0,-1.1,0
702.0,21.6,205.6,1.3,220.0,-1.0,0
703.0,21.6,205.6,1.4,220.0,-0.9,0
704.0,21.6,205.8,1.7,220.1,-0.6,0
705.0,21.6,205.8,1.9,220.0,-0.6,0
706.0,21.6,205.9,2.1,220.2,-0.1,0
707.0,21.6,205.8,2.1,220.2,0.1,0
708.0,21.6,205.8,2.0,220.2,0.3,0
709.0,21.6,205.9,1.9,220.1,0.2,0
710.0,21.6,205.9,1.9,220.1,0.1,0
711.0,21.6,205.9,1.9,220.0,-0.1,0
712.0,21.6,205.9,1.8,220.0,-0.3,0
713.0,21.6,206.0,1.9,220.0,-0.3,0
714.0,21.6,206.1,2.0,220.0,-0.4,0
715.0,21.6,206.1,1.9,220.1,-0.2,0
716.0,21.6,206.1,2.0,220.1,-0.0,0
717.0,21.6,206.1,1.8,220.0,-0.2,0
718.0,21.6,206.2,1.9,220.0,-0.3,0
719.0,21.6,206.2,1.9,220.1,-0.2,0
720.0,21.6,206.2,1.8,220.2,0.1,0
721.0,21.6,206.2,1.8,220.2,0.4,0
722.0,21.6,206.2,1.7,220.3,0.7,0
723.0,21.6,206.2,1.6,220.2,0.7,0
724.0,21.6,206.2,1.5,220.2,0.7,0
725.0,21.6,206.2,1.4,220.2,0.7,0
726.0,21.6,206.2,1.2,220.2,0.6,0
727.0,21.6,206.2,1.0,220.2,0.6,0
728.0,21.6,206.2,0.9,220.3,0.6,0
729.0,21.6,206.2,0.9,220.3,0.7,0
730.0,21.6,206.3,0.9,220.3,0.7,0
731.0,21.6,206.3,0.9,220.2,0.6,0
732.0,21.6,206.3,1.0,220.3,0.6,0
733.0,21.6,206.4,1.1,220.2,0.4,0
734.0,21.6,206.5,1.3,220.1,0.2,0
735.0,21.6,206.5,1.4,220.2,0.1,0
736.0,21.6,206.7,1.9,220.3,0.2,0
737.0,21.6,206.8,2.3,220.3,0.3,0
738.0,21.6,206.8,2.5,220.3,0.4,0
739.0,21.6,206.9,2.7,220.4,0.6,0
740.0,21.6,206.9,2.8,220.4,0.8,0
741.0,21.6,207.0,2.9,220.5,1.0,0
742.0,21.6,207.0,3.0,220.5,1.2,0
743.0,21.6,207.1,3.1,220.5,1.3,0
744.0,21.6,207.1,3.0,220.6,1.4,0
745.0,21.6,207.2,3.2,220.5,1.3,0
746.0,21.6,207.4,3.4,220.6,1.4,0
747.0,21.6,207.4,3.4,220.6,1.4,0
748.0,21.6,207.4,3.4,220.7,1.6,0
749.0,21.6,207.5,3.5,220.8,1.7,0
750.0,21.6,207.6,3.6,221.0,2.2,0
751.0,21.6,207.7,3.7,221.0,2.4,0
752.0,21.6,207.6,3.6,221.0,2.6,0
753.0,21.6,207.7,3.5,221.1,2.6,0
754.0,21.6,207.7,3.4,221.1,2.6,0
755.0,21.6,207.8,3.3,221.1,2.6,0
756.0,21.6,207.9,3.4,221.0,2.3,0
757.0,21.6,207.9,3.4,221.0,2.1,0
758.0,21.6,207.9,3.3,221.0,1.9,0
759.0,21.6,208.0,3.2,221.0,1.6,0
760.0,21.6,208.0,3.2,221.0,1.5,0
761.0,21.6,208.0,3.0,221.2,1.7,0
762.0,21.6,208.1,3.0,221.1,1.5,0
763.0,21.6,208.3,3.2,221.1,1.5,0
764.0,21.6,208.2,3.1,221.3,1.7,0
765.0,21.6,208.3,3.2,221.3,1.8,0
766.0,21.6,208.4,3.2,221.3,1.7,0
767.0,21.6,208.4,3.3,221.3,1.7,0
768.0,21.6,208.5,3.4,221.4,1.8,0
769.0,21.6,208.6,3.5,221.4,1.8,0
770.0,21.6,208.7,3.6,221.4,1.8,0
771.0,21.6,208.8,3.8,221.6,2.1,0
772.0,21.6,208.9,3.9,221.7,2.5,0
773.0,21.6,209.0,4.2,221.7,2.6,0
774.0,21.6,209.0,4.2,221.7,2.6,0
775.0,21.6,209.1,4.3,221.8,2.7,0
776.0,21.6,209.2,4.4,221.8,2.7,0
777.0,21.6,209.3,4.5,221.8,2.6,0
778.0,21.6,209.4,4.5,221.8,2.5,0
779.0,21.6,209.4,4.4,221.8,2.4,0
780.0,21.6,209.6,4.6,221.8,2.2,0
781.0,21.6,209.6,4.6,221.8,2.0,0
782.0,21.6,209.6,4.5,221.9,1.9,0
783.0,21.6,209.8,4.5,221.9,1.9,0
784.0,21.6,209.9,4.6,221.9,1.7,0
785.0,21.6,209.9,4.5,222.1,1.9,0
786.0,21.6,210.0,4.5,222.1,2.0,0
787.0,21.6,210.1,4.7,222.2,2.2,0
788.0,21.6,210.2,4.7,222.3,2.5,0
789.0,21.6,210.2,4.6,222.4,2.7,0
790.0,21.6,210.2,4.4,222.5,2.9,0
791.0,21.6,210.4,4.5,222.4,2.9,0
792.0,21.6,210.4,4.4,222.5,2.9,0
793.0,21.6,210.4,4.2,222.5,2.9,0
794.0,21.6,210.4,4.1,222.6,2.9,0
795.0,21.6,210.4,3.9,222.6,2.9,0
796.0,21.6,210.6,3.9,222.6,2.8,0
797.0,21.6,210.6,3.9,222.6,2.6,0
798.0,21.6,210.6,3.7,222.5,2.3,0
799.0,21.6,210.8,3.9,222.6,2.1,0
800.0,21.6,210.9,4.0,222.6,1.9,0
801.0,21.6,211.1,4.3,222.5,1.5,0
802.0,21.6,211.1,4.4,222.5,1.3,0
803.0,21.6,211.3,4.7,222.6,1.2,0
804.0,21.7,211.5,5.2,222.8,1.6,0
805.0,21.7,211.6,5.5,222.9,2.0,0
806.0,21.7,211.7,5.7,223.0,2.3,0
807.0,21.7,211.9,6.0,223.0,2.6,0
808.0,21.7,211.9,6.1,223.1,2.8,0
809.0,21.7,212.0,6.1,223.3,3.2,0
810.0,21.7,212.1,6.1,223.3,3.4,0
811.0,21.7,212.2,6.1,223.4,3.6,0
812.0,21.7,212.3,6.0,223.4,3.7,0
813.0,21.7,212.4,6.0,223.5,3.7,0
814.0,21.7,212.5,6.0,223.4,3.4,0
815.0,21.7,212.6,6.1,223.4,3.2,0
816.0,21.7,212.7,6.0,223.4,3.0,0
817.0,21.7,212.7,5.8,223.5,2.9,0
818.0,21.7,212.8,5.7,223.7,3.1,0
819.0,21.7,212.8,5.5,223.7,3.1,0
820.0,21.7,212.9,5.3,223.8,3.2,0
821.0,21.7,212.9,5.0,223.8,3.3,0
822.0,21.7,212.9,4.7,223.9,3.4,0
823.0,21.7,213.0,4.6,224.0,3.5,0
824.0,21.7,213.1,4.5,224.1,3.5,0
825.0,21.7,213.2,4.5,223.8,3.0,0
826.0,21.7,213.3,4.6,223.8,2.4,0
827.0,21.7,213.4,4.5,223.8,2.1,0
828.0,21.7,213.6,4.8,224.0,2.2,0
829.0,21.7,213.6,4.9,224.1,2.2,0
830.0,21.7,213.8,5.1,224.2,2.4,0
831.0,21.7,213.9,5.4,224.3,2.6,0
# EJCT,832.0
832.0,21.7,213.9,5.3,224.2,2.6,0
833.0,21.7,214.0,5.4,224.3,2.6,0
834.0,21.7,214.1,5.3,224.4,2.7,0
835.0,21.7,214.1,5.2,224.4,2.7,0
836.0,21.7,214.2,5.1,224.4,2.7,0
837.0,21.7,214.4,5.3,224.4,2.5,0
838.0,21.7,214.4,5.3,224.5,2.6,0
839.0,21.7,214.6,5.4,224.6,2.7,0
840.0,21.7,212.9,1.8,224.7,2.9,0
841.0,21.7,210.0,-5.9,225.2,4.0,0
842.0,21.7,207.0,-16.6,225.5,5.0,0
843.0,21.7,204.2,-28.2,225.1,4.7,0
844.0,21.7,201.8,-39.6,224.4,3.1,0
845.0,21.7,199.6,-50.1,223.5,0.2,0
846.0,21.7,197.4,-59.6,222.0,-4.6,0
847.0,21.7,195.4,-67.9,220.6,-10.1,0
848.0,21.7,193.2,-75.4,220.0,-14.5,0
849.0,21.7,189.3,-85.7,219.8,-17.3,0
850.0,21.7,184.9,-98.0,219.8,-18.8,0
851.0,21.7,180.9,-110.8,220.0,-18.8,0
852.0,21.7,176.6,-123.8,219.9,-18.5,0
853.0,21.7,172.5,-136.4,220.0,-17.5,0
854.0,21.7,168.6,-147.7,220.1,-16.1,0
855.0,21.7,164.7,-158.0,220.1,-14.6,0
856.0,21.7,161.0,-166.9,220.1,-13.2,0
857.0,21.7,157.5,-174.3,220.1,-11.8,0
858.0,21.7,153.9,-180.6,220.2,-10.3,0
859.0,21.7,150.5,-185.5,220.3,-8.8,0
860.0,21.7,147.1,-189.4,220.3,-7.7,0
861.0,21.7,143.9,-192.0,220.1,-7.0,0
862.0,21.7,140.9,-193.5,220.1,-6.4,0
863.0,21.7,137.9,-194.1,220.0,-5.8,0
864.0,21.7,134.9,-194.0,219.9,-5.5,0
865.0,21.7,132.0,-193.5,219.8,-5.2,0
866.0,21.7,129.3,-192.0,219.9,-4.7,0
867.0,21.7,126.5,-190.4,219.9,-4.2,0
868.0,21.7,123.9,-188.2,219.8,-3.9,0
869.0,21.7,121.2,-185.9,219.9,-3.5,0
870.0,21.7,118.8,-183.0,219.9,-3.2,0
871.0,21.7,116.4,-180.0,219.8,-2.9,0
